PDATE,TOKEN,IN_TIME,OUT_TIME,TOTAL_TIME,STATUS
2023-09-07,607,2023-09-07 07:06:00,2023-09-07 16:29:00,09:23:00,
2023-09-08,607,2023-09-08 07:07:00,2023-09-08 16:17:00,09:10:00,
2023-09-09,607,2023-09-09 07:07:59,2023-09-09 16:38:00,09:30:00,
2023-09-10,607,,,,
2023-09-11,607,2023-09-11 07:07:59,2023-09-11 16:22:59,09:15:00,
2023-09-12,607,2023-09-12 07:07:59,2023-09-12 15:47:59,08:40:00,
2023-09-13,607,2023-09-13 07:07:00,2023-09-13 16:19:59,09:12:59,
2023-09-14,607,2023-09-14 07:10:59,2023-09-14 16:14:00,09:03:00,
2023-09-15,607,2023-09-15 07:08:59,2023-09-15 16:18:59,09:10:00,
2023-09-16,607,2023-09-16 07:10:59,2023-09-16 16:32:59,09:22:00,
2023-09-17,607,,,,
2023-09-18,607,2023-09-18 07:07:59,2023-09-18 15:41:00,08:33:00,
2023-09-19,607,,,,
2023-09-20,607,,,,
2023-09-21,607,,,,
2023-09-22,607,,,,
2023-09-23,607,,,,
2023-09-24,607,,,,
2023-09-25,607,,,,
2023-09-26,607,,,,
2023-09-27,607,,,,
2023-09-28,607,,,,
2023-09-29,607,,,,
2023-09-30,607,,,,
2023-09-01,609,2023-09-01 07:05:00,2023-09-01 16:18:59,09:13:59,
2023-09-02,609,2023-09-02 07:06:00,2023-09-02 16:57:59,09:51:59,
2023-09-03,609,2023-09-03 07:02:00,2023-09-03 16:26:00,09:24:00,
2023-09-04,609,2023-09-04 07:11:59,2023-09-04 16:27:00,09:15:00,
2023-09-05,609,2023-09-05 07:06:00,2023-09-05 17:00:00,09:54:00,
2023-09-06,609,,,,
2023-09-07,609,2023-09-07 07:06:00,2023-09-07 16:29:00,09:23:00,
2023-09-08,609,2023-09-08 07:07:00,2023-09-08 16:17:00,09:10:00,
2023-09-09,609,2023-09-09 07:07:59,2023-09-09 16:38:00,09:30:00,
2023-09-10,609,2023-09-10 06:51:00,2023-09-10 16:30:00,09:39:00,
2023-09-11,609,2023-09-11 07:07:59,2023-09-11 16:22:59,09:15:00,
2023-09-12,609,2023-09-12 07:07:59,2023-09-12 16:18:00,09:10:00,
2023-09-13,609,,,,
2023-09-14,609,2023-09-14 07:10:59,2023-09-14 16:14:00,09:03:00,
2023-09-15,609,2023-09-15 07:08:59,2023-09-15 16:18:59,09:10:00,
2023-09-16,609,2023-09-16 07:10:59,2023-09-16 16:32:59,09:22:00,
2023-09-17,609,2023-09-17 06:59:59,2023-09-17 16:21:59,09:22:00,
2023-09-18,609,2023-09-18 07:07:59,2023-09-18 15:33:59,08:26:00,
2023-09-19,609,,,,
2023-09-20,609,,,,
2023-09-21,609,,,,
2023-09-22,609,,,,
2023-09-23,609,,,,
2023-09-24,609,,,,
2023-09-25,609,,,,
2023-09-26,609,,,,
2023-09-27,609,,,,
2023-09-28,609,,,,
2023-09-29,609,,,,
2023-09-30,609,,,,
2023-09-01,610,,,,
2023-09-02,610,2023-09-02 07:20:59,2023-09-02 16:57:59,09:37:00,
2023-09-03,610,2023-09-03 07:20:59,2023-09-03 16:26:00,09:05:00,
2023-09-04,610,2023-09-04 07:23:59,2023-09-04 16:30:59,09:07:00,
2023-09-05,610,2023-09-05 07:15:00,2023-09-05 16:55:59,09:40:59,
2023-09-06,610,2023-09-06 07:08:59,2023-09-06 16:33:59,09:25:00,
2023-09-07,610,2023-09-07 07:18:59,2023-09-07 16:29:00,09:10:00,
2023-09-08,610,,,,
2023-09-09,610,2023-09-09 07:09:59,2023-09-09 16:31:59,09:22:00,
2023-09-10,610,2023-09-10 07:21:59,2023-09-10 16:30:00,09:08:00,
2023-09-11,610,2023-09-11 07:20:59,2023-09-11 16:22:59,09:02:00,
2023-09-12,610,2023-09-12 07:22:59,2023-09-12 16:18:00,08:55:00,
2023-09-13,610,2023-09-13 07:20:59,2023-09-13 16:23:59,09:03:00,
2023-09-14,610,2023-09-14 07:23:59,2023-09-14 16:14:00,08:50:00,
2023-09-15,610,,,,
2023-09-16,610,2023-09-16 06:49:59,2023-09-16 16:30:00,09:40:00,
2023-09-17,610,2023-09-17 06:58:59,2023-09-17 16:21:59,09:23:00,
2023-09-18,610,2023-09-18 07:29:00,2023-09-18 15:34:59,08:05:59,
2023-09-19,610,,,,
2023-09-20,610,,,,
2023-09-21,610,,,,
2023-09-22,610,,,,
2023-09-23,610,,,,
2023-09-24,610,,,,
2023-09-25,610,,,,
2023-09-26,610,,,,
2023-09-27,610,,,,
2023-09-28,610,,,,
2023-09-29,610,,,,
2023-09-30,610,,,,
2023-09-01,611,2023-09-01 07:22:59,2023-09-01 18:46:59,11:24:00,
2023-09-02,611,2023-09-02 07:17:00,2023-09-02 18:21:00,11:04:00,
2023-09-03,611,2023-09-03 08:10:00,2023-09-03 18:37:59,10:27:59,
2023-09-04,611,2023-09-04 07:15:00,2023-09-04 18:47:59,11:32:59,
2023-09-05,611,2023-09-05 07:14:00,2023-09-05 19:16:00,12:02:00,
2023-09-06,611,2023-09-06 07:10:59,2023-09-06 18:51:00,11:40:00,
2023-09-07,611,2023-09-07 07:18:00,2023-09-07 19:02:00,11:44:00,
2023-09-08,611,2023-09-08 07:18:59,2023-09-08 18:18:00,10:59:00,
2023-09-09,611,2023-09-09 07:08:59,2023-09-09 18:45:00,11:36:00,
2023-09-10,611,2023-09-10 07:11:59,2023-09-10 18:44:00,11:32:00,
2023-09-11,611,2023-09-11 07:05:00,2023-09-11 19:04:00,11:59:00,
2023-09-12,611,2023-09-12 07:19:59,2023-09-12 18:56:00,11:36:00,
2023-09-13,611,,,,
2023-09-14,611,2023-09-14 18:30:00,2023-09-14 23:48:59,05:18:59,
2023-09-15,611,2023-09-15 07:17:00,2023-09-15 18:11:00,10:54:00,
2023-09-16,611,2023-09-16 12:36:59,2023-09-17 01:27:00,12:50:00,
2023-09-17,611,,,,
2023-09-18,611,2023-09-18 12:48:59,2023-09-18 22:08:59,09:20:00,
2023-09-19,611,,,,
2023-09-20,611,,,,
2023-09-21,611,,,,
2023-09-22,611,,,,
2023-09-23,611,,,,
2023-09-24,611,,,,
2023-09-25,611,,,,
2023-09-26,611,,,,
2023-09-27,611,,,,
2023-09-28,611,,,,
2023-09-29,611,,,,
2023-09-30,611,,,,
2023-09-01,615,,,,
2023-09-02,615,2023-09-02 07:07:00,2023-09-02 17:08:59,10:01:59,
2023-09-03,615,2023-09-03 07:14:00,2023-09-03 16:26:00,09:12:00,
2023-09-04,615,2023-09-04 07:25:00,2023-09-04 16:32:59,09:07:59,
2023-09-05,615,2023-09-05 07:20:59,2023-09-05 17:05:59,09:45:00,
2023-09-06,615,2023-09-06 07:08:59,2023-09-06 16:52:59,09:44:00,
2023-09-07,615,2023-09-07 07:11:59,2023-09-07 16:41:59,09:30:00,
2023-09-08,615,,,,
2023-09-09,615,2023-09-09 07:19:59,2023-09-09 16:43:59,09:24:00,
2023-09-10,615,2023-09-10 07:03:00,2023-09-10 16:41:00,09:38:00,
2023-09-11,615,2023-09-11 07:16:00,2023-09-11 16:33:59,09:17:59,
2023-09-12,615,2023-09-12 07:09:59,2023-09-12 16:21:59,09:12:00,
2023-09-13,615,2023-09-13 07:10:59,2023-09-13 16:23:59,09:13:00,
2023-09-14,615,2023-09-14 07:28:00,2023-09-14 16:19:59,08:51:59,
2023-09-15,615,,,,
2023-09-16,615,2023-09-16 07:21:59,2023-09-16 16:36:00,09:14:00,
2023-09-17,615,2023-09-17 07:16:00,2023-09-17 16:28:00,09:12:00,
2023-09-18,615,2023-09-18 07:12:59,2023-09-18 15:53:00,08:40:00,
2023-09-19,615,,,,
2023-09-20,615,,,,
2023-09-21,615,,,,
2023-09-22,615,,,,
2023-09-23,615,,,,
2023-09-24,615,,,,
2023-09-25,615,,,,
2023-09-26,615,,,,
2023-09-27,615,,,,
2023-09-28,615,,,,
2023-09-29,615,,,,
2023-09-30,615,,,,
2023-09-01,616,,,,
2023-09-02,616,2023-09-02 12:45:59,2023-09-02 22:20:59,09:35:00,
2023-09-03,616,2023-09-03 12:56:00,2023-09-03 22:10:59,09:14:59,
2023-09-04,616,2023-09-04 12:56:00,2023-09-04 22:19:59,09:23:59,
2023-09-05,616,2023-09-05 13:04:00,2023-09-05 22:09:59,09:05:59,
2023-09-06,616,2023-09-06 13:07:00,2023-09-06 22:17:00,09:10:00,
2023-09-07,616,2023-09-07 12:56:59,2023-09-07 22:18:59,09:22:00,
2023-09-08,616,2023-09-08 12:52:00,2023-09-08 22:18:00,09:26:00,
2023-09-09,616,2023-09-09 07:18:59,2023-09-09 16:43:59,09:25:00,
2023-09-10,616,2023-09-10 12:57:59,2023-09-10 22:16:00,09:18:00,
2023-09-11,616,2023-09-11 12:56:59,2023-09-11 22:21:59,09:25:00,
2023-09-12,616,,,,
2023-09-13,616,2023-09-13 12:55:00,2023-09-13 22:18:00,09:23:00,
2023-09-14,616,2023-09-14 12:56:00,2023-09-14 22:17:00,09:21:00,
2023-09-15,616,2023-09-15 12:49:59,2023-09-15 22:09:59,09:20:00,
2023-09-16,616,2023-09-16 12:49:59,2023-09-16 22:18:00,09:28:00,
2023-09-17,616,2023-09-17 12:56:00,2023-09-17 22:06:00,09:10:00,
2023-09-18,616,,,,
2023-09-19,616,2023-09-19 07:52:59,2023-09-19 07:53:59,00:01:00,
2023-09-20,616,,,,
2023-09-21,616,,,,
2023-09-22,616,,,,
2023-09-23,616,,,,
2023-09-24,616,,,,
2023-09-25,616,,,,
2023-09-26,616,,,,
2023-09-27,616,,,,
2023-09-28,616,,,,
2023-09-29,616,,,,
2023-09-30,616,,,,
2023-09-01,617,2023-09-01 07:31:59,2023-09-01 16:25:00,08:53:00,
2023-09-01,617,2023-09-01 07:31:59,2023-09-02 07:11:59,23:40:00,
2023-09-01,617,2023-09-01 07:31:59,2023-09-02 17:04:59,09:33:00,
2023-09-02,617,,,,
2023-09-03,617,2023-09-03 07:20:59,2023-09-03 15:30:00,08:09:00,
2023-09-04,617,,,,
2023-09-05,617,2023-09-05 07:15:00,2023-09-05 16:55:59,09:40:59,
2023-09-06,617,,,,
2023-09-07,617,2023-09-07 07:08:59,2023-09-07 16:34:59,09:26:00,
2023-09-08,617,2023-09-08 07:17:00,2023-09-08 16:18:00,09:01:00,
2023-09-09,617,2023-09-09 07:19:59,2023-09-09 16:43:59,09:24:00,
2023-09-10,617,2023-09-10 07:07:00,2023-09-10 16:41:00,09:34:00,
2023-09-11,617,2023-09-11 07:16:00,2023-09-11 16:33:59,09:17:59,
2023-09-12,617,2023-09-12 07:22:59,2023-09-12 16:18:00,08:55:00,
2023-09-13,617,2023-09-13 07:20:59,2023-09-13 16:18:59,08:58:00,
2023-09-14,617,,,,
2023-09-15,617,2023-09-15 07:19:59,2023-09-15 16:19:59,09:00:00,
2023-09-16,617,2023-09-16 07:21:59,2023-09-16 16:36:00,09:14:00,
2023-09-17,617,2023-09-17 07:16:00,2023-09-17 16:28:00,09:12:00,
2023-09-18,617,2023-09-18 07:29:00,2023-09-18 15:53:00,08:24:00,
2023-09-19,617,,,,
2023-09-20,617,,,,
2023-09-21,617,,,,
2023-09-22,617,,,,
2023-09-23,617,,,,
2023-09-24,617,,,,
2023-09-25,617,,,,
2023-09-26,617,,,,
2023-09-27,617,,,,
2023-09-28,617,,,,
2023-09-29,617,,,,
2023-09-30,617,,,,
2023-09-01,619,,,,
2023-09-02,619,,,,
2023-09-03,619,2023-09-03 19:50:00,2023-09-04 08:12:00,12:22:00,
2023-09-04,619,,,,
2023-09-05,619,,,,
2023-09-06,619,,,,
2023-09-07,619,,,,
2023-09-08,619,,,,
2023-09-09,619,,,,
2023-09-10,619,2023-09-10 20:04:59,2023-09-11 08:13:00,12:08:00,
2023-09-11,619,,,,
2023-09-12,619,,,,
2023-09-13,619,,,,
2023-09-14,619,,,,
2023-09-15,619,2023-09-15 19:23:59,2023-09-16 08:11:00,12:47:00,
2023-09-16,619,,,,
2023-09-17,619,2023-09-17 07:44:59,2023-09-17 19:47:00,12:02:00,
2023-09-18,619,2023-09-18 19:50:00,2023-09-19 08:04:59,12:14:59,
2023-09-19,619,,,,
2023-09-20,619,,,,
2023-09-21,619,,,,
2023-09-22,619,,,,
2023-09-23,619,,,,
2023-09-24,619,,,,
2023-09-25,619,,,,
2023-09-26,619,,,,
2023-09-27,619,,,,
2023-09-28,619,,,,
2023-09-29,619,,,,
2023-09-30,619,,,,
2023-09-01,621,2023-09-01 18:53:00,2023-09-01 23:55:00,05:02:00,
2023-09-02,621,,,,
2023-09-03,621,2023-09-03 18:52:00,2023-09-03 23:45:00,04:53:00,
2023-09-04,621,2023-09-04 18:57:59,2023-09-04 23:44:00,04:46:00,
2023-09-05,621,,,,
2023-09-06,621,2023-09-06 19:04:00,2023-09-06 23:41:59,04:37:59,
2023-09-07,621,2023-09-07 19:03:00,2023-09-07 23:59:00,04:56:00,
2023-09-08,621,2023-09-08 18:59:59,2023-09-08 23:34:00,04:34:00,
2023-09-09,621,2023-09-09 18:58:59,2023-09-09 23:44:00,04:45:00,
2023-09-10,621,2023-09-10 18:52:00,2023-09-10 23:48:59,04:56:59,
2023-09-11,621,2023-09-11 18:57:59,2023-09-11 23:45:00,04:47:00,
2023-09-12,621,2023-09-12 18:57:59,2023-09-12 23:35:00,04:37:00,
2023-09-13,621,2023-09-13 18:52:00,2023-09-13 23:37:00,04:45:00,
2023-09-14,621,,,,
2023-09-15,621,2023-09-15 19:06:00,2023-09-15 23:52:59,04:46:59,
2023-09-16,621,,,,
2023-09-17,621,2023-09-17 19:14:00,2023-09-17 23:42:59,04:28:59,
2023-09-18,621,2023-09-18 18:56:00,2023-09-18 23:35:00,04:39:00,
2023-09-19,621,,,,
2023-09-20,621,,,,
2023-09-21,621,,,,
2023-09-22,621,,,,
2023-09-23,621,,,,
2023-09-24,621,,,,
2023-09-25,621,,,,
2023-09-26,621,,,,
2023-09-27,621,,,,
2023-09-28,621,,,,
2023-09-29,621,,,,
2023-09-30,621,,,,
2023-09-01,633,2023-09-01 09:18:00,2023-09-01 17:52:59,08:34:59,
2023-09-02,633,2023-09-02 08:06:59,2023-09-02 17:06:59,09:00:00,
2023-09-03,633,2023-09-03 11:21:00,2023-09-03 20:22:00,09:01:00,
2023-09-04,633,2023-09-04 11:37:00,2023-09-04 20:53:59,09:16:59,
2023-09-05,633,2023-09-05 11:02:00,2023-09-05 20:19:59,09:17:59,
2023-09-06,633,2023-09-06 11:26:59,2023-09-06 20:30:59,09:04:00,
2023-09-07,633,2023-09-07 11:27:59,2023-09-07 20:25:00,08:57:00,
2023-09-08,633,2023-09-08 11:24:00,2023-09-08 20:41:59,09:17:59,
2023-09-09,633,2023-09-09 11:27:59,2023-09-09 20:40:59,09:13:00,
2023-09-10,633,2023-09-10 07:53:59,2023-09-10 14:26:59,06:33:00,
2023-09-11,633,2023-09-11 08:12:00,2023-09-11 17:35:00,09:23:00,
2023-09-12,633,2023-09-12 08:03:00,2023-09-12 17:00:00,08:57:00,
2023-09-13,633,2023-09-13 08:11:00,2023-09-13 17:11:00,09:00:00,
2023-09-14,633,2023-09-14 08:13:00,2023-09-14 17:25:00,09:12:00,
2023-09-15,633,2023-09-15 07:42:59,2023-09-15 16:55:59,09:13:00,
2023-09-16,633,2023-09-16 07:43:59,2023-09-16 17:02:00,09:18:00,
2023-09-17,633,2023-09-17 07:44:59,2023-09-17 16:34:59,08:50:00,
2023-09-18,633,2023-09-18 08:01:00,2023-09-18 16:05:00,08:04:00,
2023-09-19,633,,,,
2023-09-20,633,,,,
2023-09-21,633,,,,
2023-09-22,633,,,,
2023-09-23,633,,,,
2023-09-24,633,,,,
2023-09-25,633,,,,
2023-09-26,633,,,,
2023-09-27,633,,,,
2023-09-28,633,,,,
2023-09-29,633,,,,
2023-09-30,633,,,,
2023-09-01,636,2023-09-01 07:43:59,2023-09-01 17:03:59,09:20:00,
2023-09-02,636,2023-09-02 07:36:00,2023-09-02 20:18:59,12:42:59,
2023-09-03,636,2023-09-03 07:37:00,2023-09-03 20:21:00,12:44:00,
2023-09-04,636,2023-09-04 07:36:00,2023-09-04 16:54:59,09:18:59,
2023-09-05,636,,,,
2023-09-06,636,2023-09-06 12:45:59,2023-09-06 22:11:59,09:26:00,
2023-09-07,636,2023-09-07 07:38:00,2023-09-07 20:27:59,12:49:59,
2023-09-08,636,2023-09-08 12:51:00,2023-09-08 21:59:59,09:08:59,
2023-09-09,636,2023-09-09 12:48:59,2023-09-09 22:15:00,09:26:00,
2023-09-10,636,2023-09-10 12:40:00,2023-09-10 22:06:00,09:26:00,
2023-09-11,636,2023-09-11 12:57:59,2023-09-11 22:18:00,09:20:00,
2023-09-12,636,,,,
2023-09-13,636,2023-09-13 12:55:00,2023-09-13 22:03:00,09:08:00,
2023-09-14,636,,,,
2023-09-15,636,2023-09-15 19:07:59,2023-09-16 07:53:59,12:46:00,
2023-09-16,636,,,,
2023-09-17,636,2023-09-17 12:55:00,2023-09-17 22:09:59,09:14:59,
2023-09-18,636,2023-09-18 07:56:59,2023-09-18 20:36:00,12:39:00,
2023-09-19,636,,,,
2023-09-20,636,,,,
2023-09-21,636,,,,
2023-09-22,636,,,,
2023-09-23,636,,,,
2023-09-24,636,,,,
2023-09-25,636,,,,
2023-09-26,636,,,,
2023-09-27,636,,,,
2023-09-28,636,,,,
2023-09-29,636,,,,
2023-09-30,636,,,,
2023-09-01,641,2023-09-01 13:30:00,2023-09-01 23:30:59,10:00:59,
2023-09-02,641,,,,
2023-09-03,641,,,,
2023-09-04,641,,,,
2023-09-05,641,2023-09-05 22:50:00,2023-09-06 11:10:00,12:20:00,
2023-09-06,641,,,,
2023-09-07,641,2023-09-07 13:36:00,2023-09-07 23:34:00,09:58:00,
2023-09-08,641,2023-09-08 13:27:00,2023-09-08 23:44:00,10:17:00,
2023-09-09,641,2023-09-09 13:27:00,2023-09-09 23:22:00,09:55:00,
2023-09-10,641,2023-09-10 13:29:00,2023-09-10 23:19:59,09:50:59,
2023-09-11,641,2023-09-11 13:02:00,2023-09-11 22:09:59,09:07:59,
2023-09-12,641,2023-09-12 18:54:00,2023-09-12 23:23:00,04:29:00,
2023-09-13,641,,,,
2023-09-14,641,2023-09-14 13:15:00,2023-09-14 23:50:59,10:35:59,
2023-09-15,641,,,,
2023-09-16,641,,,,
2023-09-17,641,,,,
2023-09-18,641,2023-09-18 22:45:59,2023-09-19 10:52:00,12:06:00,
2023-09-19,641,,,,
2023-09-20,641,,,,
2023-09-21,641,,,,
2023-09-22,641,,,,
2023-09-23,641,,,,
2023-09-24,641,,,,
2023-09-25,641,,,,
2023-09-26,641,,,,
2023-09-27,641,,,,
2023-09-28,641,,,,
2023-09-29,641,,,,
2023-09-30,641,,,,
2023-09-01,647,2023-09-01 12:46:59,2023-09-01 22:21:59,09:35:00,
2023-09-02,647,2023-09-02 12:30:00,2023-09-02 22:51:00,10:21:00,
2023-09-03,647,2023-09-03 12:46:59,2023-09-03 22:37:00,09:50:00,
2023-09-04,647,2023-09-04 12:42:00,2023-09-04 22:02:00,09:20:00,
2023-09-05,647,2023-09-05 12:41:00,2023-09-05 22:41:59,10:00:59,
2023-09-06,647,2023-09-06 12:43:00,2023-09-06 22:31:59,09:48:59,
2023-09-07,647,2023-09-07 12:35:59,2023-09-07 22:32:59,09:57:00,
2023-09-08,647,2023-09-08 12:41:00,2023-09-08 22:15:00,09:34:00,
2023-09-09,647,2023-09-09 12:29:00,2023-09-09 22:41:59,10:12:59,
2023-09-10,647,2023-09-10 12:37:59,2023-09-10 22:34:59,09:57:00,
2023-09-11,647,2023-09-11 12:47:59,2023-09-11 22:10:59,09:23:00,
2023-09-12,647,,,,
2023-09-13,647,2023-09-13 12:53:00,2023-09-13 22:34:59,09:41:59,
2023-09-14,647,2023-09-14 12:44:00,2023-09-14 22:11:59,09:27:59,
2023-09-15,647,2023-09-15 12:45:59,2023-09-15 22:30:59,09:45:00,
2023-09-16,647,2023-09-16 12:24:59,2023-09-16 22:18:59,09:54:00,
2023-09-17,647,,,,
2023-09-18,647,,,,
2023-09-19,647,,,,
2023-09-20,647,,,,
2023-09-21,647,,,,
2023-09-22,647,,,,
2023-09-23,647,,,,
2023-09-24,647,,,,
2023-09-25,647,,,,
2023-09-26,647,,,,
2023-09-27,647,,,,
2023-09-28,647,,,,
2023-09-29,647,,,,
2023-09-30,647,,,,
2023-09-01,659,2023-09-01 06:27:59,2023-09-01 16:30:59,10:03:00,
2023-09-02,659,2023-09-02 06:33:00,2023-09-02 17:08:59,10:35:59,
2023-09-03,659,2023-09-03 06:42:00,2023-09-03 16:32:59,09:50:59,
2023-09-04,659,,,,
2023-09-05,659,2023-09-05 06:38:59,2023-09-05 17:00:00,10:21:00,
2023-09-06,659,2023-09-06 06:38:59,2023-09-06 16:44:59,10:06:00,
2023-09-07,659,2023-09-07 06:40:00,2023-09-07 16:48:00,10:08:00,
2023-09-08,659,2023-09-08 06:43:00,2023-09-08 16:42:59,09:59:59,
2023-09-09,659,2023-09-09 06:38:59,2023-09-09 16:43:59,10:05:00,
2023-09-10,659,2023-09-10 06:56:00,2023-09-10 16:37:00,09:41:00,
2023-09-11,659,2023-09-11 06:38:59,2023-09-11 16:39:00,10:00:00,
2023-09-12,659,,,,
2023-09-13,659,2023-09-13 06:54:00,2023-09-13 16:23:59,09:29:59,
2023-09-14,659,2023-09-14 06:26:59,2023-09-14 16:22:59,09:56:00,
2023-09-15,659,2023-09-15 06:33:00,2023-09-15 16:30:00,09:57:00,
2023-09-16,659,2023-09-16 06:34:59,2023-09-16 16:42:59,10:08:00,
2023-09-17,659,2023-09-17 06:36:59,2023-09-17 16:28:00,09:51:00,
2023-09-18,659,2023-09-18 06:42:00,2023-09-18 16:09:59,09:27:59,
2023-09-19,659,,,,
2023-09-20,659,,,,
2023-09-21,659,,,,
2023-09-22,659,,,,
2023-09-23,659,,,,
2023-09-24,659,,,,
2023-09-25,659,,,,
2023-09-26,659,,,,
2023-09-27,659,,,,
2023-09-28,659,,,,
2023-09-29,659,,,,
2023-09-30,659,,,,
2023-09-01,660,2023-09-01 06:30:00,2023-09-01 16:25:00,09:55:00,
2023-09-02,660,2023-09-02 07:00:59,2023-09-02 16:57:59,09:57:00,
2023-09-03,660,,,,
2023-09-04,660,2023-09-04 06:47:59,2023-09-04 16:27:00,09:39:00,
2023-09-05,660,2023-09-05 06:47:59,2023-09-05 16:55:59,10:08:00,
2023-09-06,660,2023-09-06 07:00:59,2023-09-06 16:33:59,09:33:00,
2023-09-07,660,2023-09-07 06:59:59,2023-09-07 16:34:59,09:35:00,
2023-09-08,660,2023-09-08 07:02:00,2023-09-08 16:18:00,09:16:00,
2023-09-09,660,2023-09-09 06:59:59,2023-09-09 16:38:00,09:38:00,
2023-09-10,660,,,,
2023-09-11,660,2023-09-11 06:57:59,2023-09-11 16:26:00,09:28:00,
2023-09-12,660,2023-09-12 07:04:00,2023-09-12 16:18:00,09:14:00,
2023-09-13,660,2023-09-13 07:04:00,2023-09-13 16:19:59,09:15:59,
2023-09-14,660,2023-09-14 07:05:00,2023-09-14 16:14:00,09:09:00,
2023-09-15,660,2023-09-15 07:04:00,2023-09-15 16:18:59,09:14:59,
2023-09-16,660,2023-09-16 06:36:59,2023-09-16 16:30:00,09:53:00,
2023-09-17,660,,,,
2023-09-18,660,2023-09-18 06:55:00,2023-09-18 15:19:00,08:24:00,
2023-09-19,660,,,,
2023-09-20,660,,,,
2023-09-21,660,,,,
2023-09-22,660,,,,
2023-09-23,660,,,,
2023-09-24,660,,,,
2023-09-25,660,,,,
2023-09-26,660,,,,
2023-09-27,660,,,,
2023-09-28,660,,,,
2023-09-29,660,,,,
2023-09-30,660,,,,
2023-09-01,668,2023-09-01 12:52:00,2023-09-01 22:26:00,09:34:00,
2023-09-02,668,2023-09-02 09:08:00,2023-09-02 18:47:59,09:39:59,
2023-09-03,668,,,,
2023-09-04,668,2023-09-04 07:08:59,2023-09-04 16:41:00,09:32:00,
2023-09-05,668,2023-09-05 07:09:59,2023-09-05 16:37:00,09:27:00,
2023-09-06,668,2023-09-06 07:10:59,2023-09-06 17:04:59,09:54:00,
2023-09-07,668,2023-09-07 07:17:00,2023-09-07 16:52:59,09:35:59,
2023-09-08,668,2023-09-08 07:14:00,2023-09-08 16:29:00,09:15:00,
2023-09-09,668,2023-09-09 07:15:00,2023-09-09 16:38:00,09:23:00,
2023-09-10,668,2023-09-10 07:18:00,2023-09-10 16:41:59,09:23:59,
2023-09-11,668,,,,
2023-09-12,668,,,,
2023-09-13,668,2023-09-13 12:56:59,2023-09-13 22:40:00,09:43:00,
2023-09-14,668,2023-09-14 11:24:00,2023-09-14 20:30:59,09:06:59,
2023-09-15,668,2023-09-15 07:10:59,2023-09-15 16:57:59,09:47:00,
2023-09-16,668,2023-09-16 07:16:00,2023-09-16 16:20:59,09:04:59,
2023-09-17,668,2023-09-17 07:12:59,2023-09-17 16:53:59,09:41:00,
2023-09-18,668,2023-09-18 07:15:00,2023-09-18 16:16:00,09:01:00,
2023-09-19,668,,,,
2023-09-20,668,,,,
2023-09-21,668,,,,
2023-09-22,668,,,,
2023-09-23,668,,,,
2023-09-24,668,,,,
2023-09-25,668,,,,
2023-09-26,668,,,,
2023-09-27,668,,,,
2023-09-28,668,,,,
2023-09-29,668,,,,
2023-09-30,668,,,,
2023-09-01,670,,,,
2023-09-02,670,2023-09-02 13:29:00,2023-09-02 23:26:59,09:57:59,
2023-09-03,670,2023-09-03 13:39:00,2023-09-03 23:37:59,09:58:59,
2023-09-04,670,,,,
2023-09-05,670,,,,
2023-09-06,670,2023-09-06 13:05:00,2023-09-06 23:48:00,10:43:00,
2023-09-07,670,2023-09-07 13:33:59,2023-09-07 23:59:00,10:25:00,
2023-09-08,670,2023-09-08 13:37:00,2023-09-08 23:35:00,09:58:00,
2023-09-09,670,2023-09-09 13:31:59,2023-09-09 23:44:00,10:12:00,
2023-09-10,670,2023-09-10 13:34:59,2023-09-10 23:48:59,10:14:00,
2023-09-11,670,2023-09-11 13:36:00,2023-09-11 23:45:00,10:09:00,
2023-09-12,670,2023-09-12 13:30:59,2023-09-12 23:35:00,10:04:00,
2023-09-13,670,2023-09-13 13:31:59,2023-09-13 23:37:59,10:06:00,
2023-09-14,670,,,,
2023-09-15,670,2023-09-15 13:30:59,2023-09-15 23:52:59,10:22:00,
2023-09-16,670,,,,
2023-09-17,670,,,,
2023-09-18,670,2023-09-18 13:53:59,2023-09-18 23:35:00,09:41:00,
2023-09-19,670,,,,
2023-09-20,670,,,,
2023-09-21,670,,,,
2023-09-22,670,,,,
2023-09-23,670,,,,
2023-09-24,670,,,,
2023-09-25,670,,,,
2023-09-26,670,,,,
2023-09-27,670,,,,
2023-09-28,670,,,,
2023-09-29,670,,,,
2023-09-30,670,,,,
2023-09-01,672,2023-09-01 12:31:00,2023-09-01 23:10:00,10:39:00,
2023-09-02,672,2023-09-02 12:32:00,2023-09-02 23:12:00,10:40:00,
2023-09-03,672,2023-09-03 12:30:00,2023-09-03 22:51:00,10:21:00,
2023-09-04,672,2023-09-04 12:41:00,2023-09-04 22:38:00,09:57:00,
2023-09-05,672,2023-09-05 12:32:00,2023-09-05 23:05:59,10:33:59,
2023-09-06,672,2023-09-06 12:41:00,2023-09-06 23:01:00,10:20:00,
2023-09-07,672,2023-09-07 12:36:59,2023-09-07 23:10:00,10:33:00,
2023-09-08,672,,,,
2023-09-09,672,2023-09-09 12:46:59,2023-09-09 23:14:00,10:27:00,
2023-09-10,672,2023-09-10 12:41:00,2023-09-10 22:48:00,10:07:00,
2023-09-11,672,2023-09-11 12:40:00,2023-09-11 22:30:59,09:50:59,
2023-09-12,672,2023-09-12 12:43:00,2023-09-12 22:53:59,10:10:59,
