empcode,punchtime,punchdate,terminal_sl,punch_date_time
673,09:00:54,2024-03-20,CK5O223960297,20240320 090054
11353,09:00:57,2024-03-20,CK5O223960315,20240320 090057
574,09:00:59,2024-03-20,CK5O223960333,20240320 090059
11525,09:01:04,2024-03-20,CK5O223960315,20240320 090104
600,09:01:08,2024-03-20,CK5O223960333,20240320 090108
670,09:01:12,2024-03-20,CK5O223960333,20240320 090112
53,09:01:17,2024-03-20,CK5O223960315,20240320 090117
636,09:01:17,2024-03-20,CK5O223960333,20240320 090117
647,09:01:22,2024-03-20,CK5O223960333,20240320 090122
700,09:01:26,2024-03-20,CK5O223960333,20240320 090126
11449,09:01:31,2024-03-20,CK5O223960315,20240320 090131
553,09:01:32,2024-03-20,CK5O223960333,20240320 090132
644,09:01:38,2024-03-20,CK5O223960333,20240320 090138
11451,09:01:44,2024-03-20,CK5O223960315,20240320 090144
11437,09:01:51,2024-03-20,CK5O223960315,20240320 090151
11298,09:01:58,2024-03-20,CK5O223960315,20240320 090158
11471,09:02:08,2024-03-20,CK5O223960315,20240320 090208
11493,09:02:12,2024-03-20,CK5O223960315,20240320 090212
11414,09:02:18,2024-03-20,CK5O223960315,20240320 090218
11442,09:02:24,2024-03-20,CK5O223960315,20240320 090224
11468,09:02:29,2024-03-20,CK5O223960315,20240320 090229
659,09:02:33,2024-03-20,CK5O223960333,20240320 090233
108,09:02:34,2024-03-20,CK5O223960315,20240320 090234
285,09:02:34,2024-03-20,CK5O223960297,20240320 090234
459,09:02:38,2024-03-20,CK5O223960333,20240320 090238
110,09:02:39,2024-03-20,CK5O223960315,20240320 090239
596,09:02:39,2024-03-20,CK5O223960297,20240320 090239
11384,09:02:46,2024-03-20,CK5O223960315,20240320 090246
10018,09:02:51,2024-03-20,CK5O223960315,20240320 090251
347,09:02:56,2024-03-20,CK5O223960315,20240320 090256
72,09:03:02,2024-03-20,CK5O223960315,20240320 090302
583,09:03:04,2024-03-20,CK5O223960333,20240320 090304
130,09:03:08,2024-03-20,CK5O223960333,20240320 090308
589,09:03:11,2024-03-20,CK5O223960352,20240320 090311
111,09:03:15,2024-03-20,CK5O223960315,20240320 090315
556,09:03:16,2024-03-20,CK5O223960333,20240320 090316
641,09:03:18,2024-03-20,CK5O223960352,20240320 090318
10009,09:03:26,2024-03-20,CK5O223960315,20240320 090326
11325,09:03:32,2024-03-20,CK5O223960315,20240320 090332
11351,09:03:38,2024-03-20,CK5O223960315,20240320 090338
59,09:03:40,2024-03-20,CK5O223960333,20240320 090340
10025,09:03:42,2024-03-20,CK5O223960315,20240320 090342
42,09:03:47,2024-03-20,CK5O223960333,20240320 090347
10017,09:03:54,2024-03-20,CK5O223960315,20240320 090354
711,09:03:56,2024-03-20,CK5O223960333,20240320 090356
11428,09:04:02,2024-03-20,CK5O223960315,20240320 090402
104,09:04:05,2024-03-20,CK5O223960333,20240320 090405
11508,09:04:11,2024-03-20,CK5O223960315,20240320 090411
11350,09:04:16,2024-03-20,CK5O223960315,20240320 090416
11446,09:04:22,2024-03-20,CK5O223960315,20240320 090422
663,09:04:32,2024-03-20,CK5O223960333,20240320 090432
10012,09:04:41,2024-03-20,CK5O223960315,20240320 090441
122,09:04:44,2024-03-20,CK5O223960333,20240320 090444
11440,09:04:48,2024-03-20,CK5O223960315,20240320 090448
533,09:04:49,2024-03-20,CK5O223960333,20240320 090449
692,09:04:54,2024-03-20,CK5O223960333,20240320 090454
11447,09:04:55,2024-03-20,CK5O223960315,20240320 090455
89,09:04:59,2024-03-20,CK5O223960333,20240320 090459
11486,09:05:03,2024-03-20,CK5O223960315,20240320 090503
454,09:05:06,2024-03-20,CK5O223960333,20240320 090506
143,09:05:14,2024-03-20,CK5O223960333,20240320 090514
286,09:05:19,2024-03-20,CK5O223960333,20240320 090519
11489,09:05:20,2024-03-20,CK5O223960315,20240320 090520
665,09:05:25,2024-03-20,CK5O223960333,20240320 090525
576,09:05:31,2024-03-20,CK5O223960333,20240320 090531
41,09:05:42,2024-03-20,CK5O223960315,20240320 090542
11434,09:05:47,2024-03-20,CK5O223960315,20240320 090547
422,09:05:47,2024-03-20,CK5O223960297,20240320 090547
563,09:05:49,2024-03-20,CK5O223960333,20240320 090549
666,09:05:55,2024-03-20,CK5O223960297,20240320 090555
467,09:06:01,2024-03-20,CK5O223960333,20240320 090601
512,09:06:07,2024-03-20,CK5O223960333,20240320 090607
11506,09:06:09,2024-03-20,CK5O223960315,20240320 090609
304,09:06:13,2024-03-20,CK5O223960297,20240320 090613
23,09:06:17,2024-03-20,CK5O223960333,20240320 090617
728,09:06:22,2024-03-20,CK5O223960333,20240320 090622
11507,09:06:25,2024-03-20,CK5O223960315,20240320 090625
11302,09:06:35,2024-03-20,CK5O223960315,20240320 090635
699,09:06:43,2024-03-20,CK5O223960333,20240320 090643
11354,09:06:48,2024-03-20,CK5O223960315,20240320 090648
611,09:06:50,2024-03-20,CK5O223960333,20240320 090650
559,09:06:55,2024-03-20,CK5O223960333,20240320 090655
623,09:06:58,2024-03-20,CK5O223960352,20240320 090658
714,09:07:01,2024-03-20,CK5O223960333,20240320 090701
11445,09:07:02,2024-03-20,CK5O223960315,20240320 090702
726,09:07:06,2024-03-20,CK5O223960333,20240320 090706
11415,09:07:14,2024-03-20,CK5O223960315,20240320 090714
727,09:07:17,2024-03-20,CK5O223960333,20240320 090717
593,09:07:23,2024-03-20,CK5O223960333,20240320 090723
532,09:07:24,2024-03-20,CK5O223960297,20240320 090724
616,09:07:29,2024-03-20,CK5O223960333,20240320 090729
446,09:07:30,2024-03-20,CK5O223960297,20240320 090730
318,09:07:34,2024-03-20,CK5O223960297,20240320 090734
62,09:07:34,2024-03-20,CK5O223960315,20240320 090734
653,09:07:34,2024-03-20,CK5O223960333,20240320 090734
648,09:07:39,2024-03-20,CK5O223960297,20240320 090739
696,09:07:44,2024-03-20,CK5O223960297,20240320 090744
687,09:07:46,2024-03-20,CK5O223960333,20240320 090746
10,09:07:49,2024-03-20,CK5O223960315,20240320 090749
607,09:07:51,2024-03-20,CK5O223960333,20240320 090751
694,09:07:54,2024-03-20,CK5O223960297,20240320 090754
35,09:07:56,2024-03-20,CK5O223960333,20240320 090756
17,09:08:02,2024-03-20,CK5O223960333,20240320 090802
538,09:08:08,2024-03-20,CK5O223960333,20240320 090808
502,09:08:11,2024-03-20,CK5O223960297,20240320 090811
11523,09:08:13,2024-03-20,CK5O223960333,20240320 090813
10015,09:08:14,2024-03-20,CK5O223960315,20240320 090814
98,09:08:19,2024-03-20,CK5O223960315,20240320 090819
599,09:08:22,2024-03-20,CK5O223960297,20240320 090822
441,09:08:26,2024-03-20,CK5O223960297,20240320 090826
11308,09:08:27,2024-03-20,CK5O223960315,20240320 090827
10013,09:08:31,2024-03-20,CK5O223960315,20240320 090831
11443,09:08:57,2024-03-20,CK5O223960315,20240320 090857
628,09:09:31,2024-03-20,CK5O223960333,20240320 090931
527,09:09:36,2024-03-20,CK5O223960333,20240320 090936
57,09:09:42,2024-03-20,CK5O223960333,20240320 090942
592,09:09:47,2024-03-20,CK5O223960333,20240320 090947
61,09:09:52,2024-03-20,CK5O223960333,20240320 090952
364,09:10:03,2024-03-20,CK5O223960333,20240320 091003
472,09:10:03,2024-03-20,CK5O223960297,20240320 091003
469,09:10:07,2024-03-20,CK5O223960297,20240320 091007
319,09:10:11,2024-03-20,CK5O223960333,20240320 091011
470,09:10:12,2024-03-20,CK5O223960297,20240320 091012
610,09:10:17,2024-03-20,CK5O223960333,20240320 091017
11328,09:10:18,2024-03-20,CK5O223960315,20240320 091018
645,09:10:18,2024-03-20,CK5O223960352,20240320 091018
534,09:10:25,2024-03-20,CK5O223960333,20240320 091025
162,09:10:31,2024-03-20,CK5O223960333,20240320 091031
11283,09:10:38,2024-03-20,CK5O223960315,20240320 091038
337,09:10:38,2024-03-20,CK5O223960333,20240320 091038
18,09:10:49,2024-03-20,CK5O223960333,20240320 091049
11465,09:10:58,2024-03-20,CK5O223960315,20240320 091058
36,09:11:25,2024-03-20,CK5O223960333,20240320 091125
572,09:11:33,2024-03-20,CK5O223960333,20240320 091133
603,09:11:39,2024-03-20,CK5O223960333,20240320 091139
11407,09:11:44,2024-03-20,CK5O223960315,20240320 091144
11490,09:11:49,2024-03-20,CK5O223960315,20240320 091149
11438,09:12:10,2024-03-20,CK5O223960315,20240320 091210
14,09:12:22,2024-03-20,CK5O223960333,20240320 091222
293,09:12:38,2024-03-20,CK5O223960333,20240320 091238
11491,09:12:44,2024-03-20,CK5O223960315,20240320 091244
1,09:12:50,2024-03-20,CK5O223960297,20240320 091250
315,09:12:55,2024-03-20,CK5O223960297,20240320 091255
52,09:12:59,2024-03-20,CK5O223960315,20240320 091259
207,09:13:07,2024-03-20,CK5O223960315,20240320 091307
11515,09:15:32,2024-03-20,CK5O223960315,20240320 091532
51,09:15:32,2024-03-20,CK5O223960333,20240320 091532
11400,09:15:38,2024-03-20,CK5O223960315,20240320 091538
11524,09:15:43,2024-03-20,CK5O223960315,20240320 091543
322,09:15:57,2024-03-20,CK5O223960333,20240320 091557
97,09:16:14,2024-03-20,CK5O223960315,20240320 091614
11225,09:16:52,2024-03-20,CK5O223960315,20240320 091652
366,09:17:15,2024-03-20,CK5O223960333,20240320 091715
11500,09:17:37,2024-03-20,CK5O223960315,20240320 091737
11280,09:20:07,2024-03-20,CK5O223960333,20240320 092007
40,09:21:15,2024-03-20,CK5O223960333,20240320 092115
10006,09:23:29,2024-03-20,CK5O223960315,20240320 092329
279,09:25:18,2024-03-20,CK5O223960315,20240320 092518
11333,09:25:36,2024-03-20,CK5O223960315,20240320 092536
10014,09:29:05,2024-03-20,CK5O223960315,20240320 092905
13,09:34:35,2024-03-20,CK5O223960315,20240320 093435
16,09:39:38,2024-03-20,CK5O223960333,20240320 093938
102,09:39:39,2024-03-20,CK5O223960315,20240320 093939
11510,09:51:53,2024-03-20,CK5O223960315,20240320 095153
11360,09:53:49,2024-03-20,CK5O223960315,20240320 095349
81,09:56:47,2024-03-20,CK5O223960315,20240320 095647
11513,10:03:18,2024-03-20,CK5O223960315,20240320 100318
75,10:12:56,2024-03-20,CK5O223960315,20240320 101256
105,10:49:50,2024-03-20,CK5O223960315,20240320 104950
11228,11:04:26,2024-03-20,CK5O223960315,20240320 110426
10007,11:27:17,2024-03-20,CK5O223960315,20240320 112717
328,11:37:12,2024-03-20,CK5O223960315,20240320 113712
338,11:42:08,2024-03-20,CK5O223960315,20240320 114208
349,11:59:53,2024-03-20,CK5O223960315,20240320 115953
